"state","region","division","region_code","region_name"
"MO","North Central","West North Central","C29195","Saline County, MO"
"MO","North Central","West North Central","C29197","Schuyler County, MO"
"MO","North Central","West North Central","C29199","Scotland County, MO"
"MO","North Central","West North Central","C29201","Scott County, MO"
"MO","North Central","West North Central","C29203","Shannon County, MO"
"MO","North Central","West North Central","C29205","Shelby County, MO"
"MO","North Central","West North Central","C29183","St. Charles County, MO"
"MO","North Central","West North Central","C29185","St. Clair County, MO"
"MO","North Central","West North Central","C29187","St. Francois County, MO"
"MO","North Central","West North Central","C29189","St. Louis County, MO"
"MO","North Central","West North Central","C29510","St. Louis city, MO"
"MO","North Central","West North Central","C29186","Ste. Genevieve County, MO"
"MO","North Central","West North Central","C29207","Stoddard County, MO"
"MO","North Central","West North Central","C29209","Stone County, MO"
"MO","North Central","West North Central","C29211","Sullivan County, MO"
"MO","North Central","West North Central","C29213","Taney County, MO"
"MO","North Central","West North Central","C29215","Texas County, MO"
"MO","North Central","West North Central","C29217","Vernon County, MO"
"MO","North Central","West North Central","C29219","Warren County, MO"
"MO","North Central","West North Central","C29221","Washington County, MO"
"MO","North Central","West North Central","C29223","Wayne County, MO"
"MO","North Central","West North Central","C29225","Webster County, MO"
"MO","North Central","West North Central","C29227","Worth County, MO"
"MO","North Central","West North Central","C29229","Wright County, MO"
"MT","West","Mountain","C30001","Beaverhead County, MT"
"MT","West","Mountain","C30003","Big Horn County, MT"
"MT","West","Mountain","C30005","Blaine County, MT"
"MT","West","Mountain","C30007","Broadwater County, MT"
"MT","West","Mountain","C30009","Carbon County, MT"
"MT","West","Mountain","C30011","Carter County, MT"
"MT","West","Mountain","C30013","Cascade County, MT"
"MT","West","Mountain","C30015","Chouteau County, MT"
"MT","West","Mountain","C30017","Custer County, MT"
"MT","West","Mountain","C30019","Daniels County, MT"
"MT","West","Mountain","C30021","Dawson County, MT"
"MT","West","Mountain","C30023","Deer Lodge County, MT"
"MT","West","Mountain","C30025","Fallon County, MT"
"MT","West","Mountain","C30027","Fergus County, MT"
"MT","West","Mountain","C30029","Flathead County, MT"
"MT","West","Mountain","C30031","Gallatin County, MT"
"MT","West","Mountain","C30033","Garfield County, MT"
"MT","West","Mountain","C30035","Glacier County, MT"
"MT","West","Mountain","C30037","Golden Valley County, MT"
"MT","West","Mountain","C30039","Granite County, MT"
"MT","West","Mountain","C30041","Hill County, MT"
"MT","West","Mountain","C30043","Jefferson County, MT"
"MT","West","Mountain","C30045","Judith Basin County, MT"
"MT","West","Mountain","C30047","Lake County, MT"
"MT","West","Mountain","C30049","Lewis and Clark County, MT"
"MT","West","Mountain","C30051","Liberty County, MT"
"MT","West","Mountain","C30053","Lincoln County, MT"
"MT","West","Mountain","C30057","Madison County, MT"
"MT","West","Mountain","C30055","McCone County, MT"
"MT","West","Mountain","C30059","Meagher County, MT"
"MT","West","Mountain","C30061","Mineral County, MT"
"MT","West","Mountain","C30063","Missoula County, MT"
"MT","West","Mountain","C30065","Musselshell County, MT"
"MT","West","Mountain","C30067","Park County, MT"
"MT","West","Mountain","C30069","Petroleum County, MT"
"MT","West","Mountain","C30071","Phillips County, MT"
"MT","West","Mountain","C30073","Pondera County, MT"
"MT","West","Mountain","C30075","Powder River County, MT"
"MT","West","Mountain","C30077","Powell County, MT"
"MT","West","Mountain","C30079","Prairie County, MT"
"MT","West","Mountain","C30081","Ravalli County, MT"
"MT","West","Mountain","C30083","Richland County, MT"
"MT","West","Mountain","C30085","Roosevelt County, MT"
"MT","West","Mountain","C30087","Rosebud County, MT"
"MT","West","Mountain","C30089","Sanders County, MT"
"MT","West","Mountain","C30091","Sheridan County, MT"
"MT","West","Mountain","C30093","Silver Bow County, MT"
"MT","West","Mountain","C30095","Stillwater County, MT"
"MT","West","Mountain","C30097","Sweet Grass County, MT"
"MT","West","Mountain","C30099","Teton County, MT"
"MT","West","Mountain","C30101","Toole County, MT"
"MT","West","Mountain","C30103","Treasure County, MT"
"MT","West","Mountain","C30105","Valley County, MT"
"MT","West","Mountain","C30107","Wheatland County, MT"
"MT","West","Mountain","C30109","Wibaux County, MT"
"MT","West","Mountain","C30111","Yellowstone County, MT"
"NE","North Central","West North Central","C31001","Adams County, NE"
"NE","North Central","West North Central","C31003","Antelope County, NE"
"NE","North Central","West North Central","C31005","Arthur County, NE"
"NE","North Central","West North Central","C31007","Banner County, NE"
"NE","North Central","West North Central","C31009","Blaine County, NE"
"NE","North Central","West North Central","C31011","Boone County, NE"
"NE","North Central","West North Central","C31013","Box Butte County, NE"
"NE","North Central","West North Central","C31015","Boyd County, NE"
"NE","North Central","West North Central","C31017","Brown County, NE"
"NE","North Central","West North Central","C31019","Buffalo County, NE"
"NE","North Central","West North Central","C31021","Burt County, NE"
"NE","North Central","West North Central","C31023","Butler County, NE"
"NE","North Central","West North Central","C31025","Cass County, NE"
"NE","North Central","West North Central","C31027","Cedar County, NE"
"NE","North Central","West North Central","C31029","Chase County, NE"
"NE","North Central","West North Central","C31031","Cherry County, NE"
"NE","North Central","West North Central","C31033","Cheyenne County, NE"
"NE","North Central","West North Central","C31035","Clay County, NE"
"NE","North Central","West North Central","C31037","Colfax County, NE"
"NE","North Central","West North Central","C31039","Cuming County, NE"
"NE","North Central","West North Central","C31041","Custer County, NE"
"NE","North Central","West North Central","C31043","Dakota County, NE"
"NE","North Central","West North Central","C31045","Dawes County, NE"
"NE","North Central","West North Central","C31047","Dawson County, NE"
"NE","North Central","West North Central","C31049","Deuel County, NE"
"NE","North Central","West North Central","C31051","Dixon County, NE"
"NE","North Central","West North Central","C31053","Dodge County, NE"
"NE","North Central","West North Central","C31055","Douglas County, NE"
"NE","North Central","West North Central","C31057","Dundy County, NE"
"NE","North Central","West North Central","C31059","Fillmore County, NE"
"NE","North Central","West North Central","C31061","Franklin County, NE"
"NE","North Central","West North Central","C31063","Frontier County, NE"
"NE","North Central","West North Central","C31065","Furnas County, NE"
"NE","North Central","West North Central","C31067","Gage County, NE"
"NE","North Central","West North Central","C31069","Garden County, NE"
"NE","North Central","West North Central","C31071","Garfield County, NE"
"NE","North Central","West North Central","C31073","Gosper County, NE"
"NE","North Central","West North Central","C31075","Grant County, NE"
"NE","North Central","West North Central","C31077","Greeley County, NE"
"NE","North Central","West North Central","C31079","Hall County, NE"
"NE","North Central","West North Central","C31081","Hamilton County, NE"
"NE","North Central","West North Central","C31083","Harlan County, NE"
"NE","North Central","West North Central","C31085","Hayes County, NE"
"NE","North Central","West North Central","C31087","Hitchcock County, NE"
"NE","North Central","West North Central","C31089","Holt County, NE"
"NE","North Central","West North Central","C31091","Hooker County, NE"
"NE","North Central","West North Central","C31093","Howard County, NE"
"NE","North Central","West North Central","C31095","Jefferson County, NE"
"NE","North Central","West North Central","C31097","Johnson County, NE"
"NE","North Central","West North Central","C31099","Kearney County, NE"
"NE","North Central","West North Central","C31101","Keith County, NE"
"NE","North Central","West North Central","C31103","Keya Paha County, NE"
"NE","North Central","West North Central","C31105","Kimball County, NE"
"NE","North Central","West North Central","C31107","Knox County, NE"
"NE","North Central","West North Central","C31109","Lancaster County, NE"
"NE","North Central","West North Central","C31111","Lincoln County, NE"
"NE","North Central","West North Central","C31113","Logan County, NE"
"NE","North Central","West North Central","C31115","Loup County, NE"
"NE","North Central","West North Central","C31119","Madison County, NE"
"NE","North Central","West North Central","C31117","McPherson County, NE"
"NE","North Central","West North Central","C31121","Merrick County, NE"
"NE","North Central","West North Central","C31123","Morrill County, NE"
"NE","North Central","West North Central","C31125","Nance County, NE"
"NE","North Central","West North Central","C31127","Nemaha County, NE"
"NE","North Central","West North Central","C31129","Nuckolls County, NE"
"NE","North Central","West North Central","C31131","Otoe County, NE"
"NE","North Central","West North Central","C31133","Pawnee County, NE"
"NE","North Central","West North Central","C31135","Perkins County, NE"
"NE","North Central","West North Central","C31137","Phelps County, NE"
"NE","North Central","West North Central","C31139","Pierce County, NE"
"NE","North Central","West North Central","C31141","Platte County, NE"
"NE","North Central","West North Central","C31143","Polk County, NE"
"NE","North Central","West North Central","C31145","Red Willow County, NE"
"NE","North Central","West North Central","C31147","Richardson County, NE"
"NE","North Central","West North Central","C31149","Rock County, NE"
"NE","North Central","West North Central","C31151","Saline County, NE"
"NE","North Central","West North Central","C31153","Sarpy County, NE"
"NE","North Central","West North Central","C31155","Saunders County, NE"
"NE","North Central","West North Central","C31157","Scotts Bluff County, NE"
"NE","North Central","West North Central","C31159","Seward County, NE"
"NE","North Central","West North Central","C31161","Sheridan County, NE"
"NE","North Central","West North Central","C31163","Sherman County, NE"
"NE","North Central","West North Central","C31165","Sioux County, NE"
"NE","North Central","West North Central","C31167","Stanton County, NE"
"NE","North Central","West North Central","C31169","Thayer County, NE"
"NE","North Central","West North Central","C31171","Thomas County, NE"
"NE","North Central","West North Central","C31173","Thurston County, NE"
"NE","North Central","West North Central","C31175","Valley County, NE"
"NE","North Central","West North Central","C31177","Washington County, NE"
"NE","North Central","West North Central","C31179","Wayne County, NE"
"NE","North Central","West North Central","C31181","Webster County, NE"
"NE","North Central","West North Central","C31183","Wheeler County, NE"
"NE","North Central","West North Central","C31185","York County, NE"
"NV","West","Mountain","C32510","Carson City, NV"
"NV","West","Mountain","C32001","Churchill County, NV"
"NV","West","Mountain","C32003","Clark County, NV"
"NV","West","Mountain","C32005","Douglas County, NV"
"NV","West","Mountain","C32007","Elko County, NV"
"NV","West","Mountain","C32009","Esmeralda County, NV"
"NV","West","Mountain","C32011","Eureka County, NV"
"NV","West","Mountain","C32013","Humboldt County, NV"
"NV","West","Mountain","C32015","Lander County, NV"
"NV","West","Mountain","C32017","Lincoln County, NV"
"NV","West","Mountain","C32019","Lyon County, NV"
"NV","West","Mountain","C32021","Mineral County, NV"
"NV","West","Mountain","C32023","Nye County, NV"
"NV","West","Mountain","C32027","Pershing County, NV"
"NV","West","Mountain","C32029","Storey County, NV"
"NV","West","Mountain","C32031","Washoe County, NV"
"NV","West","Mountain","C32033","White Pine County, NV"
"NH","Northeast","New England","C33001","Belknap County, NH"
"NH","Northeast","New England","C33003","Carroll County, NH"
"NH","Northeast","New England","C33005","Cheshire County, NH"
"NH","Northeast","New England","C33007","Coos County, NH"
"NH","Northeast","New England","C33009","Grafton County, NH"
"NH","Northeast","New England","C33011","Hillsborough County, NH"
"NH","Northeast","New England","C33013","Merrimack County, NH"
"NH","Northeast","New England","C33015","Rockingham County, NH"
"NH","Northeast","New England","C33017","Strafford County, NH"
"NH","Northeast","New England","C33019","Sullivan County, NH"
"NJ","Northeast","Middle Atlantic","C34001","Atlantic County, NJ"
"NJ","Northeast","Middle Atlantic","C34003","Bergen County, NJ"
"NJ","Northeast","Middle Atlantic","C34005","Burlington County, NJ"
"NJ","Northeast","Middle Atlantic","C34007","Camden County, NJ"
"NJ","Northeast","Middle Atlantic","C34009","Cape May County, NJ"
"NJ","Northeast","Middle Atlantic","C34011","Cumberland County, NJ"
"NJ","Northeast","Middle Atlantic","C34013","Essex County, NJ"
"NJ","Northeast","Middle Atlantic","C34015","Gloucester County, NJ"
"NJ","Northeast","Middle Atlantic","C34017","Hudson County, NJ"
"NJ","Northeast","Middle Atlantic","C34019","Hunterdon County, NJ"
"NJ","Northeast","Middle Atlantic","C34021","Mercer County, NJ"
"NJ","Northeast","Middle Atlantic","C34023","Middlesex County, NJ"
"NJ","Northeast","Middle Atlantic","C34025","Monmouth County, NJ"
"NJ","Northeast","Middle Atlantic","C34027","Morris County, NJ"
"NJ","Northeast","Middle Atlantic","C34029","Ocean County, NJ"
"NJ","Northeast","Middle Atlantic","C34031","Passaic County, NJ"
"NJ","Northeast","Middle Atlantic","C34033","Salem County, NJ"
"NJ","Northeast","Middle Atlantic","C34035","Somerset County, NJ"
"NJ","Northeast","Middle Atlantic","C34037","Sussex County, NJ"
"NJ","Northeast","Middle Atlantic","C34039","Union County, NJ"
"NJ","Northeast","Middle Atlantic","C34041","Warren County, NJ"
"NM","West","Mountain","C35001","Bernalillo County, NM"
"NM","West","Mountain","C35003","Catron County, NM"
"NM","West","Mountain","C35005","Chaves County, NM"
"NM","West","Mountain","C35006","Cibola County, NM"
"NM","West","Mountain","C35007","Colfax County, NM"
"NM","West","Mountain","C35009","Curry County, NM"
"NM","West","Mountain","C35011","De Baca County, NM"
"NM","West","Mountain","C35013","Dona Ana County, NM"
"NM","West","Mountain","C35015","Eddy County, NM"
"NM","West","Mountain","C35017","Grant County, NM"
"NM","West","Mountain","C35019","Guadalupe County, NM"
"NM","West","Mountain","C35021","Harding County, NM"
"NM","West","Mountain","C35023","Hidalgo County, NM"
"NM","West","Mountain","C35025","Lea County, NM"
"NM","West","Mountain","C35027","Lincoln County, NM"
"NM","West","Mountain","C35028","Los Alamos County, NM"
"NM","West","Mountain","C35029","Luna County, NM"
"NM","West","Mountain","C35031","McKinley County, NM"
"NM","West","Mountain","C35033","Mora County, NM"
"NM","West","Mountain","C35035","Otero County, NM"
"NM","West","Mountain","C35037","Quay County, NM"
"NM","West","Mountain","C35039","Rio Arriba County, NM"
"NM","West","Mountain","C35041","Roosevelt County, NM"
"NM","West","Mountain","C35045","San Juan County, NM"
"NM","West","Mountain","C35047","San Miguel County, NM"
"NM","West","Mountain","C35043","Sandoval County, NM"
"NM","West","Mountain","C35049","Santa Fe County, NM"
"NM","West","Mountain","C35051","Sierra County, NM"
"NM","West","Mountain","C35053","Socorro County, NM"
"NM","West","Mountain","C35055","Taos County, NM"
"NM","West","Mountain","C35057","Torrance County, NM"
"NM","West","Mountain","C35059","Union County, NM"
"NM","West","Mountain","C35061","Valencia County, NM"
"NY","Northeast","Middle Atlantic","C36001","Albany County, NY"
"NY","Northeast","Middle Atlantic","C36003","Allegany County, NY"
"NY","Northeast","Middle Atlantic","C36005","Bronx County, NY"
"NY","Northeast","Middle Atlantic","C36007","Broome County, NY"
"NY","Northeast","Middle Atlantic","C36009","Cattaraugus County, NY"
"NY","Northeast","Middle Atlantic","C36011","Cayuga County, NY"
"NY","Northeast","Middle Atlantic","C36013","Chautauqua County, NY"
"NY","Northeast","Middle Atlantic","C36015","Chemung County, NY"
"NY","Northeast","Middle Atlantic","C36017","Chenango County, NY"
"NY","Northeast","Middle Atlantic","C36019","Clinton County, NY"
"NY","Northeast","Middle Atlantic","C36021","Columbia County, NY"
"NY","Northeast","Middle Atlantic","C36023","Cortland County, NY"
"NY","Northeast","Middle Atlantic","C36025","Delaware County, NY"
"NY","Northeast","Middle Atlantic","C36027","Dutchess County, NY"
"NY","Northeast","Middle Atlantic","C36029","Erie County, NY"
"NY","Northeast","Middle Atlantic","C36031","Essex County, NY"
"NY","Northeast","Middle Atlantic","C36033","Franklin County, NY"
"NY","Northeast","Middle Atlantic","C36035","Fulton County, NY"
"NY","Northeast","Middle Atlantic","C36037","Genesee County, NY"
"NY","Northeast","Middle Atlantic","C36039","Greene County, NY"
"NY","Northeast","Middle Atlantic","C36041","Hamilton County, NY"
"NY","Northeast","Middle Atlantic","C36043","Herkimer County, NY"
"NY","Northeast","Middle Atlantic","C36045","Jefferson County, NY"
"NY","Northeast","Middle Atlantic","C36047","Kings County, NY"
"NY","Northeast","Middle Atlantic","C36049","Lewis County, NY"
"NY","Northeast","Middle Atlantic","C36051","Livingston County, NY"
"NY","Northeast","Middle Atlantic","C36053","Madison County, NY"
"NY","Northeast","Middle Atlantic","C36055","Monroe County, NY"
"NY","Northeast","Middle Atlantic","C36057","Montgomery County, NY"
"NY","Northeast","Middle Atlantic","C36059","Nassau County, NY"
"NY","Northeast","Middle Atlantic","C36061","New York County, NY"
"NY","Northeast","Middle Atlantic","C36063","Niagara County, NY"
"NY","Northeast","Middle Atlantic","C36065","Oneida County, NY"
"NY","Northeast","Middle Atlantic","C36067","Onondaga County, NY"
"NY","Northeast","Middle Atlantic","C36069","Ontario County, NY"
"NY","Northeast","Middle Atlantic","C36071","Orange County, NY"
"NY","Northeast","Middle Atlantic","C36073","Orleans County, NY"
"NY","Northeast","Middle Atlantic","C36075","Oswego County, NY"
"NY","Northeast","Middle Atlantic","C36077","Otsego County, NY"
"NY","Northeast","Middle Atlantic","C36079","Putnam County, NY"
"NY","Northeast","Middle Atlantic","C36081","Queens County, NY"
"NY","Northeast","Middle Atlantic","C36083","Rensselaer County, NY"
"NY","Northeast","Middle Atlantic","C36085","Richmond County, NY"
"NY","Northeast","Middle Atlantic","C36087","Rockland County, NY"
"NY","Northeast","Middle Atlantic","C36091","Saratoga County, NY"
"NY","Northeast","Middle Atlantic","C36093","Schenectady County, NY"
"NY","Northeast","Middle Atlantic","C36095","Schoharie County, NY"
"NY","Northeast","Middle Atlantic","C36097","Schuyler County, NY"
"NY","Northeast","Middle Atlantic","C36099","Seneca County, NY"
"NY","Northeast","Middle Atlantic","C36089","St. Lawrence County, NY"
"NY","Northeast","Middle Atlantic","C36101","Steuben County, NY"
"NY","Northeast","Middle Atlantic","C36103","Suffolk County, NY"
"NY","Northeast","Middle Atlantic","C36105","Sullivan County, NY"
"NY","Northeast","Middle Atlantic","C36107","Tioga County, NY"
"NY","Northeast","Middle Atlantic","C36109","Tompkins County, NY"
"NY","Northeast","Middle Atlantic","C36111","Ulster County, NY"
"NY","Northeast","Middle Atlantic","C36113","Warren County, NY"
"NY","Northeast","Middle Atlantic","C36115","Washington County, NY"
"NY","Northeast","Middle Atlantic","C36117","Wayne County, NY"
"NY","Northeast","Middle Atlantic","C36119","Westchester County, NY"
"NY","Northeast","Middle Atlantic","C36121","Wyoming County, NY"
"NY","Northeast","Middle Atlantic","C36123","Yates County, NY"
"NC","South","South Atlantic","C37001","Alamance County, NC"
"NC","South","South Atlantic","C37003","Alexander County, NC"
"NC","South","South Atlantic","C37005","Alleghany County, NC"
"NC","South","South Atlantic","C37007","Anson County, NC"
"NC","South","South Atlantic","C37009","Ashe County, NC"
"NC","South","South Atlantic","C37011","Avery County, NC"
"NC","South","South Atlantic","C37013","Beaufort County, NC"
"NC","South","South Atlantic","C37015","Bertie County, NC"
"NC","South","South Atlantic","C37017","Bladen County, NC"
"NC","South","South Atlantic","C37019","Brunswick County, NC"
"NC","South","South Atlantic","C37021","Buncombe County, NC"
"NC","South","South Atlantic","C37023","Burke County, NC"
"NC","South","South Atlantic","C37025","Cabarrus County, NC"
"NC","South","South Atlantic","C37027","Caldwell County, NC"
"NC","South","South Atlantic","C37029","Camden County, NC"
"NC","South","South Atlantic","C37031","Carteret County, NC"
"NC","South","South Atlantic","C37033","Caswell County, NC"
"NC","South","South Atlantic","C37035","Catawba County, NC"
"NC","South","South Atlantic","C37037","Chatham County, NC"
"NC","South","South Atlantic","C37039","Cherokee County, NC"
"NC","South","South Atlantic","C37041","Chowan County, NC"
"NC","South","South Atlantic","C37043","Clay County, NC"
"NC","South","South Atlantic","C37045","Cleveland County, NC"
"NC","South","South Atlantic","C37047","Columbus County, NC"
"NC","South","South Atlantic","C37049","Craven County, NC"
"NC","South","South Atlantic","C37051","Cumberland County, NC"
"NC","South","South Atlantic","C37053","Currituck County, NC"
"NC","South","South Atlantic","C37055","Dare County, NC"
"NC","South","South Atlantic","C37057","Davidson County, NC"
"NC","South","South Atlantic","C37059","Davie County, NC"
"NC","South","South Atlantic","C37061","Duplin County, NC"
"NC","South","South Atlantic","C37063","Durham County, NC"
"NC","South","South Atlantic","C37065","Edgecombe County, NC"
"NC","South","South Atlantic","C37067","Forsyth County, NC"
"NC","South","South Atlantic","C37069","Franklin County, NC"
"NC","South","South Atlantic","C37071","Gaston County, NC"
"NC","South","South Atlantic","C37073","Gates County, NC"
"NC","South","South Atlantic","C37075","Graham County, NC"
"NC","South","South Atlantic","C37077","Granville County, NC"
"NC","South","South Atlantic","C37079","Greene County, NC"
"NC","South","South Atlantic","C37081","Guilford County, NC"
"NC","South","South Atlantic","C37083","Halifax County, NC"
"NC","South","South Atlantic","C37085","Harnett County, NC"
"NC","South","South Atlantic","C37087","Haywood County, NC"
"NC","South","South Atlantic","C37089","Henderson County, NC"
"NC","South","South Atlantic","C37091","Hertford County, NC"
"NC","South","South Atlantic","C37093","Hoke County, NC"
"NC","South","South Atlantic","C37095","Hyde County, NC"
"NC","South","South Atlantic","C37097","Iredell County, NC"
"NC","South","South Atlantic","C37099","Jackson County, NC"
"NC","South","South Atlantic","C37101","Johnston County, NC"
"NC","South","South Atlantic","C37103","Jones County, NC"
"NC","South","South Atlantic","C37105","Lee County, NC"
"NC","South","South Atlantic","C37107","Lenoir County, NC"
"NC","South","South Atlantic","C37109","Lincoln County, NC"
"NC","South","South Atlantic","C37113","Macon County, NC"
"NC","South","South Atlantic","C37115","Madison County, NC"
"NC","South","South Atlantic","C37117","Martin County, NC"
"NC","South","South Atlantic","C37111","McDowell County, NC"
"NC","South","South Atlantic","C37119","Mecklenburg County, NC"
"NC","South","South Atlantic","C37121","Mitchell County, NC"
"NC","South","South Atlantic","C37123","Montgomery County, NC"
"NC","South","South Atlantic","C37125","Moore County, NC"
"NC","South","South Atlantic","C37127","Nash County, NC"
"NC","South","South Atlantic","C37129","New Hanover County, NC"
"NC","South","South Atlantic","C37131","Northampton County, NC"
"NC","South","South Atlantic","C37133","Onslow County, NC"
"NC","South","South Atlantic","C37135","Orange County, NC"
"NC","South","South Atlantic","C37137","Pamlico County, NC"
"NC","South","South Atlantic","C37139","Pasquotank County, NC"
"NC","South","South Atlantic","C37141","Pender County, NC"
"NC","South","South Atlantic","C37143","Perquimans County, NC"
"NC","South","South Atlantic","C37145","Person County, NC"
"NC","South","South Atlantic","C37147","Pitt County, NC"
"NC","South","South Atlantic","C37149","Polk County, NC"
"NC","South","South Atlantic","C37151","Randolph County, NC"
"NC","South","South Atlantic","C37153","Richmond County, NC"
"NC","South","South Atlantic","C37155","Robeson County, NC"
"NC","South","South Atlantic","C37157","Rockingham County, NC"
"NC","South","South Atlantic","C37159","Rowan County, NC"
"NC","South","South Atlantic","C37161","Rutherford County, NC"
"NC","South","South Atlantic","C37163","Sampson County, NC"
"NC","South","South Atlantic","C37165","Scotland County, NC"
"NC","South","South Atlantic","C37167","Stanly County, NC"
"NC","South","South Atlantic","C37169","Stokes County, NC"
"NC","South","South Atlantic","C37171","Surry County, NC"
"NC","South","South Atlantic","C37173","Swain County, NC"
"NC","South","South Atlantic","C37175","Transylvania County, NC"
"NC","South","South Atlantic","C37177","Tyrrell County, NC"
"NC","South","South Atlantic","C37179","Union County, NC"
"NC","South","South Atlantic","C37181","Vance County, NC"
"NC","South","South Atlantic","C37183","Wake County, NC"
"NC","South","South Atlantic","C37185","Warren County, NC"
"NC","South","South Atlantic","C37187","Washington County, NC"
"NC","South","South Atlantic","C37189","Watauga County, NC"
"NC","South","South Atlantic","C37191","Wayne County, NC"
"NC","South","South Atlantic","C37193","Wilkes County, NC"
"NC","South","South Atlantic","C37195","Wilson County, NC"
"NC","South","South Atlantic","C37197","Yadkin County, NC"
"NC","South","South Atlantic","C37199","Yancey County, NC"
"ND","North Central","West North Central","C38001","Adams County, ND"
"ND","North Central","West North Central","C38003","Barnes County, ND"
"ND","North Central","West North Central","C38005","Benson County, ND"
"ND","North Central","West North Central","C38007","Billings County, ND"
"ND","North Central","West North Central","C38009","Bottineau County, ND"
"ND","North Central","West North Central","C38011","Bowman County, ND"
"ND","North Central","West North Central","C38013","Burke County, ND"
"ND","North Central","West North Central","C38015","Burleigh County, ND"
"ND","North Central","West North Central","C38017","Cass County, ND"
"ND","North Central","West North Central","C38019","Cavalier County, ND"
"ND","North Central","West North Central","C38021","Dickey County, ND"
"ND","North Central","West North Central","C38023","Divide County, ND"
"ND","North Central","West North Central","C38025","Dunn County, ND"
"ND","North Central","West North Central","C38027","Eddy County, ND"
"ND","North Central","West North Central","C38029","Emmons County, ND"
"ND","North Central","West North Central","C38031","Foster County, ND"
"ND","North Central","West North Central","C38033","Golden Valley County, ND"
"ND","North Central","West North Central","C38035","Grand Forks County, ND"
"ND","North Central","West North Central","C38037","Grant County, ND"
"ND","North Central","West North Central","C38039","Griggs County, ND"
"ND","North Central","West North Central","C38041","Hettinger County, ND"
"ND","North Central","West North Central","C38043","Kidder County, ND"
"ND","North Central","West North Central","C38045","LaMoure County, ND"
"ND","North Central","West North Central","C38047","Logan County, ND"
"ND","North Central","West North Central","C38049","McHenry County, ND"
"ND","North Central","West North Central","C38051","McIntosh County, ND"
"ND","North Central","West North Central","C38053","McKenzie County, ND"
"ND","North Central","West North Central","C38055","McLean County, ND"
"ND","North Central","West North Central","C38057","Mercer County, ND"
"ND","North Central","West North Central","C38059","Morton County, ND"
"ND","North Central","West North Central","C38061","Mountrail County, ND"
"ND","North Central","West North Central","C38063","Nelson County, ND"
"ND","North Central","West North Central","C38065","Oliver County, ND"
"ND","North Central","West North Central","C38067","Pembina County, ND"
"ND","North Central","West North Central","C38069","Pierce County, ND"
"ND","North Central","West North Central","C38071","Ramsey County, ND"
"ND","North Central","West North Central","C38073","Ransom County, ND"
"ND","North Central","West North Central","C38075","Renville County, ND"
"ND","North Central","West North Central","C38077","Richland County, ND"
"ND","North Central","West North Central","C38079","Rolette County, ND"
"ND","North Central","West North Central","C38081","Sargent County, ND"
"ND","North Central","West North Central","C38083","Sheridan County, ND"
"ND","North Central","West North Central","C38085","Sioux County, ND"
"ND","North Central","West North Central","C38087","Slope County, ND"
"ND","North Central","West North Central","C38089","Stark County, ND"
"ND","North Central","West North Central","C38091","Steele County, ND"
"ND","North Central","West North Central","C38093","Stutsman County, ND"
"ND","North Central","West North Central","C38095","Towner County, ND"
"ND","North Central","West North Central","C38097","Traill County, ND"
"ND","North Central","West North Central","C38099","Walsh County, ND"
"ND","North Central","West North Central","C38101","Ward County, ND"
"ND","North Central","West North Central","C38103","Wells County, ND"
"ND","North Central","West North Central","C38105","Williams County, ND"
"OH","North Central","East North Central","C39001","Adams County, OH"
"OH","North Central","East North Central","C39003","Allen County, OH"
"OH","North Central","East North Central","C39005","Ashland County, OH"
"OH","North Central","East North Central","C39007","Ashtabula County, OH"
"OH","North Central","East North Central","C39009","Athens County, OH"
"OH","North Central","East North Central","C39011","Auglaize County, OH"
"OH","North Central","East North Central","C39013","Belmont County, OH"
"OH","North Central","East North Central","C39015","Brown County, OH"
"OH","North Central","East North Central","C39017","Butler County, OH"
"OH","North Central","East North Central","C39019","Carroll County, OH"
"OH","North Central","East North Central","C39021","Champaign County, OH"
"OH","North Central","East North Central","C39023","Clark County, OH"
"OH","North Central","East North Central","C39025","Clermont County, OH"
"OH","North Central","East North Central","C39027","Clinton County, OH"
"OH","North Central","East North Central","C39029","Columbiana County, OH"
"OH","North Central","East North Central","C39031","Coshocton County, OH"
"OH","North Central","East North Central","C39033","Crawford County, OH"
"OH","North Central","East North Central","C39035","Cuyahoga County, OH"
"OH","North Central","East North Central","C39037","Darke County, OH"
"OH","North Central","East North Central","C39039","Defiance County, OH"
"OH","North Central","East North Central","C39041","Delaware County, OH"
"OH","North Central","East North Central","C39043","Erie County, OH"
"OH","North Central","East North Central","C39045","Fairfield County, OH"
"OH","North Central","East North Central","C39047","Fayette County, OH"
"OH","North Central","East North Central","C39049","Franklin County, OH"
"OH","North Central","East North Central","C39051","Fulton County, OH"
"OH","North Central","East North Central","C39053","Gallia County, OH"
"OH","North Central","East North Central","C39055","Geauga County, OH"
"OH","North Central","East North Central","C39057","Greene County, OH"
"OH","North Central","East North Central","C39059","Guernsey County, OH"
"OH","North Central","East North Central","C39061","Hamilton County, OH"
"OH","North Central","East North Central","C39063","Hancock County, OH"
"OH","North Central","East North Central","C39065","Hardin County, OH"
"OH","North Central","East North Central","C39067","Harrison County, OH"
"OH","North Central","East North Central","C39069","Henry County, OH"
"OH","North Central","East North Central","C39071","Highland County, OH"
"OH","North Central","East North Central","C39073","Hocking County, OH"
"OH","North Central","East North Central","C39075","Holmes County, OH"
"OH","North Central","East North Central","C39077","Huron County, OH"
