"state","region","division","region_code","region_name"
"IN","North Central","East North Central","C18179","Wells County, IN"
"IN","North Central","East North Central","C18181","White County, IN"
"IN","North Central","East North Central","C18183","Whitley County, IN"
"IA","North Central","West North Central","C19001","Adair County, IA"
"IA","North Central","West North Central","C19003","Adams County, IA"
"IA","North Central","West North Central","C19005","Allamakee County, IA"
"IA","North Central","West North Central","C19007","Appanoose County, IA"
"IA","North Central","West North Central","C19009","Audubon County, IA"
"IA","North Central","West North Central","C19011","Benton County, IA"
"IA","North Central","West North Central","C19013","Black Hawk County, IA"
"IA","North Central","West North Central","C19015","Boone County, IA"
"IA","North Central","West North Central","C19017","Bremer County, IA"
"IA","North Central","West North Central","C19019","Buchanan County, IA"
"IA","North Central","West North Central","C19021","Buena Vista County, IA"
"IA","North Central","West North Central","C19023","Butler County, IA"
"IA","North Central","West North Central","C19025","Calhoun County, IA"
"IA","North Central","West North Central","C19027","Carroll County, IA"
"IA","North Central","West North Central","C19029","Cass County, IA"
"IA","North Central","West North Central","C19031","Cedar County, IA"
"IA","North Central","West North Central","C19033","Cerro Gordo County, IA"
"IA","North Central","West North Central","C19035","Cherokee County, IA"
"IA","North Central","West North Central","C19037","Chickasaw County, IA"
"IA","North Central","West North Central","C19039","Clarke County, IA"
"IA","North Central","West North Central","C19041","Clay County, IA"
"IA","North Central","West North Central","C19043","Clayton County, IA"
"IA","North Central","West North Central","C19045","Clinton County, IA"
"IA","North Central","West North Central","C19047","Crawford County, IA"
"IA","North Central","West North Central","C19049","Dallas County, IA"
"IA","North Central","West North Central","C19051","Davis County, IA"
"IA","North Central","West North Central","C19053","Decatur County, IA"
"IA","North Central","West North Central","C19055","Delaware County, IA"
"IA","North Central","West North Central","C19057","Des Moines County, IA"
"IA","North Central","West North Central","C19059","Dickinson County, IA"
"IA","North Central","West North Central","C19061","Dubuque County, IA"
"IA","North Central","West North Central","C19063","Emmet County, IA"
"IA","North Central","West North Central","C19065","Fayette County, IA"
"IA","North Central","West North Central","C19067","Floyd County, IA"
"IA","North Central","West North Central","C19069","Franklin County, IA"
"IA","North Central","West North Central","C19071","Fremont County, IA"
"IA","North Central","West North Central","C19073","Greene County, IA"
"IA","North Central","West North Central","C19075","Grundy County, IA"
"IA","North Central","West North Central","C19077","Guthrie County, IA"
"IA","North Central","West North Central","C19079","Hamilton County, IA"
"IA","North Central","West North Central","C19081","Hancock County, IA"
"IA","North Central","West North Central","C19083","Hardin County, IA"
"IA","North Central","West North Central","C19085","Harrison County, IA"
"IA","North Central","West North Central","C19087","Henry County, IA"
"IA","North Central","West North Central","C19089","Howard County, IA"
"IA","North Central","West North Central","C19091","Humboldt County, IA"
"IA","North Central","West North Central","C19093","Ida County, IA"
"IA","North Central","West North Central","C19095","Iowa County, IA"
"IA","North Central","West North Central","C19097","Jackson County, IA"
"IA","North Central","West North Central","C19099","Jasper County, IA"
"IA","North Central","West North Central","C19101","Jefferson County, IA"
"IA","North Central","West North Central","C19103","Johnson County, IA"
"IA","North Central","West North Central","C19105","Jones County, IA"
"IA","North Central","West North Central","C19107","Keokuk County, IA"
"IA","North Central","West North Central","C19109","Kossuth County, IA"
"IA","North Central","West North Central","C19111","Lee County, IA"
"IA","North Central","West North Central","C19113","Linn County, IA"
"IA","North Central","West North Central","C19115","Louisa County, IA"
"IA","North Central","West North Central","C19117","Lucas County, IA"
"IA","North Central","West North Central","C19119","Lyon County, IA"
"IA","North Central","West North Central","C19121","Madison County, IA"
"IA","North Central","West North Central","C19123","Mahaska County, IA"
"IA","North Central","West North Central","C19125","Marion County, IA"
"IA","North Central","West North Central","C19127","Marshall County, IA"
"IA","North Central","West North Central","C19129","Mills County, IA"
"IA","North Central","West North Central","C19131","Mitchell County, IA"
"IA","North Central","West North Central","C19133","Monona County, IA"
"IA","North Central","West North Central","C19135","Monroe County, IA"
"IA","North Central","West North Central","C19137","Montgomery County, IA"
"IA","North Central","West North Central","C19139","Muscatine County, IA"
"IA","North Central","West North Central","C19141","O'Brien County, IA"
"IA","North Central","West North Central","C19143","Osceola County, IA"
"IA","North Central","West North Central","C19145","Page County, IA"
"IA","North Central","West North Central","C19147","Palo Alto County, IA"
"IA","North Central","West North Central","C19149","Plymouth County, IA"
"IA","North Central","West North Central","C19151","Pocahontas County, IA"
"IA","North Central","West North Central","C19153","Polk County, IA"
"IA","North Central","West North Central","C19155","Pottawattamie County, IA"
"IA","North Central","West North Central","C19157","Poweshiek County, IA"
"IA","North Central","West North Central","C19159","Ringgold County, IA"
"IA","North Central","West North Central","C19161","Sac County, IA"
"IA","North Central","West North Central","C19163","Scott County, IA"
"IA","North Central","West North Central","C19165","Shelby County, IA"
"IA","North Central","West North Central","C19167","Sioux County, IA"
"IA","North Central","West North Central","C19169","Story County, IA"
"IA","North Central","West North Central","C19171","Tama County, IA"
"IA","North Central","West North Central","C19173","Taylor County, IA"
"IA","North Central","West North Central","C19175","Union County, IA"
"IA","North Central","West North Central","C19177","Van Buren County, IA"
"IA","North Central","West North Central","C19179","Wapello County, IA"
"IA","North Central","West North Central","C19181","Warren County, IA"
"IA","North Central","West North Central","C19183","Washington County, IA"
"IA","North Central","West North Central","C19185","Wayne County, IA"
"IA","North Central","West North Central","C19187","Webster County, IA"
"IA","North Central","West North Central","C19189","Winnebago County, IA"
"IA","North Central","West North Central","C19191","Winneshiek County, IA"
"IA","North Central","West North Central","C19193","Woodbury County, IA"
"IA","North Central","West North Central","C19195","Worth County, IA"
"IA","North Central","West North Central","C19197","Wright County, IA"
"KS","North Central","West North Central","C20001","Allen County, KS"
"KS","North Central","West North Central","C20003","Anderson County, KS"
"KS","North Central","West North Central","C20005","Atchison County, KS"
"KS","North Central","West North Central","C20007","Barber County, KS"
"KS","North Central","West North Central","C20009","Barton County, KS"
"KS","North Central","West North Central","C20011","Bourbon County, KS"
"KS","North Central","West North Central","C20013","Brown County, KS"
"KS","North Central","West North Central","C20015","Butler County, KS"
"KS","North Central","West North Central","C20017","Chase County, KS"
"KS","North Central","West North Central","C20019","Chautauqua County, KS"
"KS","North Central","West North Central","C20021","Cherokee County, KS"
"KS","North Central","West North Central","C20023","Cheyenne County, KS"
"KS","North Central","West North Central","C20025","Clark County, KS"
"KS","North Central","West North Central","C20027","Clay County, KS"
"KS","North Central","West North Central","C20029","Cloud County, KS"
"KS","North Central","West North Central","C20031","Coffey County, KS"
"KS","North Central","West North Central","C20033","Comanche County, KS"
"KS","North Central","West North Central","C20035","Cowley County, KS"
"KS","North Central","West North Central","C20037","Crawford County, KS"
"KS","North Central","West North Central","C20039","Decatur County, KS"
"KS","North Central","West North Central","C20041","Dickinson County, KS"
"KS","North Central","West North Central","C20043","Doniphan County, KS"
"KS","North Central","West North Central","C20045","Douglas County, KS"
"KS","North Central","West North Central","C20047","Edwards County, KS"
"KS","North Central","West North Central","C20049","Elk County, KS"
"KS","North Central","West North Central","C20051","Ellis County, KS"
"KS","North Central","West North Central","C20053","Ellsworth County, KS"
"KS","North Central","West North Central","C20055","Finney County, KS"
"KS","North Central","West North Central","C20057","Ford County, KS"
"KS","North Central","West North Central","C20059","Franklin County, KS"
"KS","North Central","West North Central","C20061","Geary County, KS"
"KS","North Central","West North Central","C20063","Gove County, KS"
"KS","North Central","West North Central","C20065","Graham County, KS"
"KS","North Central","West North Central","C20067","Grant County, KS"
"KS","North Central","West North Central","C20069","Gray County, KS"
"KS","North Central","West North Central","C20071","Greeley County, KS"
"KS","North Central","West North Central","C20073","Greenwood County, KS"
"KS","North Central","West North Central","C20075","Hamilton County, KS"
"KS","North Central","West North Central","C20077","Harper County, KS"
"KS","North Central","West North Central","C20079","Harvey County, KS"
"KS","North Central","West North Central","C20081","Haskell County, KS"
"KS","North Central","West North Central","C20083","Hodgeman County, KS"
"KS","North Central","West North Central","C20085","Jackson County, KS"
"KS","North Central","West North Central","C20087","Jefferson County, KS"
"KS","North Central","West North Central","C20089","Jewell County, KS"
"KS","North Central","West North Central","C20091","Johnson County, KS"
"KS","North Central","West North Central","C20093","Kearny County, KS"
"KS","North Central","West North Central","C20095","Kingman County, KS"
"KS","North Central","West North Central","C20097","Kiowa County, KS"
"KS","North Central","West North Central","C20099","Labette County, KS"
"KS","North Central","West North Central","C20101","Lane County, KS"
"KS","North Central","West North Central","C20103","Leavenworth County, KS"
"KS","North Central","West North Central","C20105","Lincoln County, KS"
"KS","North Central","West North Central","C20107","Linn County, KS"
"KS","North Central","West North Central","C20109","Logan County, KS"
"KS","North Central","West North Central","C20111","Lyon County, KS"
"KS","North Central","West North Central","C20115","Marion County, KS"
"KS","North Central","West North Central","C20117","Marshall County, KS"
"KS","North Central","West North Central","C20113","McPherson County, KS"
"KS","North Central","West North Central","C20119","Meade County, KS"
"KS","North Central","West North Central","C20121","Miami County, KS"
"KS","North Central","West North Central","C20123","Mitchell County, KS"
"KS","North Central","West North Central","C20125","Montgomery County, KS"
"KS","North Central","West North Central","C20127","Morris County, KS"
"KS","North Central","West North Central","C20129","Morton County, KS"
"KS","North Central","West North Central","C20131","Nemaha County, KS"
"KS","North Central","West North Central","C20133","Neosho County, KS"
"KS","North Central","West North Central","C20135","Ness County, KS"
"KS","North Central","West North Central","C20137","Norton County, KS"
"KS","North Central","West North Central","C20139","Osage County, KS"
"KS","North Central","West North Central","C20141","Osborne County, KS"
"KS","North Central","West North Central","C20143","Ottawa County, KS"
"KS","North Central","West North Central","C20145","Pawnee County, KS"
"KS","North Central","West North Central","C20147","Phillips County, KS"
"KS","North Central","West North Central","C20149","Pottawatomie County, KS"
"KS","North Central","West North Central","C20151","Pratt County, KS"
"KS","North Central","West North Central","C20153","Rawlins County, KS"
"KS","North Central","West North Central","C20155","Reno County, KS"
"KS","North Central","West North Central","C20157","Republic County, KS"
"KS","North Central","West North Central","C20159","Rice County, KS"
"KS","North Central","West North Central","C20161","Riley County, KS"
"KS","North Central","West North Central","C20163","Rooks County, KS"
"KS","North Central","West North Central","C20165","Rush County, KS"
"KS","North Central","West North Central","C20167","Russell County, KS"
"KS","North Central","West North Central","C20169","Saline County, KS"
"KS","North Central","West North Central","C20171","Scott County, KS"
"KS","North Central","West North Central","C20173","Sedgwick County, KS"
"KS","North Central","West North Central","C20175","Seward County, KS"
"KS","North Central","West North Central","C20177","Shawnee County, KS"
"KS","North Central","West North Central","C20179","Sheridan County, KS"
"KS","North Central","West North Central","C20181","Sherman County, KS"
"KS","North Central","West North Central","C20183","Smith County, KS"
"KS","North Central","West North Central","C20185","Stafford County, KS"
"KS","North Central","West North Central","C20187","Stanton County, KS"
"KS","North Central","West North Central","C20189","Stevens County, KS"
"KS","North Central","West North Central","C20191","Sumner County, KS"
"KS","North Central","West North Central","C20193","Thomas County, KS"
"KS","North Central","West North Central","C20195","Trego County, KS"
"KS","North Central","West North Central","C20197","Wabaunsee County, KS"
"KS","North Central","West North Central","C20199","Wallace County, KS"
"KS","North Central","West North Central","C20201","Washington County, KS"
"KS","North Central","West North Central","C20203","Wichita County, KS"
"KS","North Central","West North Central","C20205","Wilson County, KS"
"KS","North Central","West North Central","C20207","Woodson County, KS"
"KS","North Central","West North Central","C20209","Wyandotte County, KS"
"KY","South","East South Central","C21001","Adair County, KY"
"KY","South","East South Central","C21003","Allen County, KY"
"KY","South","East South Central","C21005","Anderson County, KY"
"KY","South","East South Central","C21007","Ballard County, KY"
"KY","South","East South Central","C21009","Barren County, KY"
"KY","South","East South Central","C21011","Bath County, KY"
"KY","South","East South Central","C21013","Bell County, KY"
"KY","South","East South Central","C21015","Boone County, KY"
"KY","South","East South Central","C21017","Bourbon County, KY"
"KY","South","East South Central","C21019","Boyd County, KY"
"KY","South","East South Central","C21021","Boyle County, KY"
"KY","South","East South Central","C21023","Bracken County, KY"
"KY","South","East South Central","C21025","Breathitt County, KY"
"KY","South","East South Central","C21027","Breckinridge County, KY"
"KY","South","East South Central","C21029","Bullitt County, KY"
"KY","South","East South Central","C21031","Butler County, KY"
"KY","South","East South Central","C21033","Caldwell County, KY"
"KY","South","East South Central","C21035","Calloway County, KY"
"KY","South","East South Central","C21037","Campbell County, KY"
"KY","South","East South Central","C21039","Carlisle County, KY"
"KY","South","East South Central","C21041","Carroll County, KY"
"KY","South","East South Central","C21043","Carter County, KY"
"KY","South","East South Central","C21045","Casey County, KY"
"KY","South","East South Central","C21047","Christian County, KY"
"KY","South","East South Central","C21049","Clark County, KY"
"KY","South","East South Central","C21051","Clay County, KY"
"KY","South","East South Central","C21053","Clinton County, KY"
"KY","South","East South Central","C21055","Crittenden County, KY"
"KY","South","East South Central","C21057","Cumberland County, KY"
"KY","South","East South Central","C21059","Daviess County, KY"
"KY","South","East South Central","C21061","Edmonson County, KY"
"KY","South","East South Central","C21063","Elliott County, KY"
"KY","South","East South Central","C21065","Estill County, KY"
"KY","South","East South Central","C21067","Fayette County, KY"
"KY","South","East South Central","C21069","Fleming County, KY"
"KY","South","East South Central","C21071","Floyd County, KY"
"KY","South","East South Central","C21073","Franklin County, KY"
"KY","South","East South Central","C21075","Fulton County, KY"
"KY","South","East South Central","C21077","Gallatin County, KY"
"KY","South","East South Central","C21079","Garrard County, KY"
"KY","South","East South Central","C21081","Grant County, KY"
"KY","South","East South Central","C21083","Graves County, KY"
"KY","South","East South Central","C21085","Grayson County, KY"
"KY","South","East South Central","C21087","Green County, KY"
"KY","South","East South Central","C21089","Greenup County, KY"
"KY","South","East South Central","C21091","Hancock County, KY"
"KY","South","East South Central","C21093","Hardin County, KY"
"KY","South","East South Central","C21095","Harlan County, KY"
"KY","South","East South Central","C21097","Harrison County, KY"
"KY","South","East South Central","C21099","Hart County, KY"
"KY","South","East South Central","C21101","Henderson County, KY"
"KY","South","East South Central","C21103","Henry County, KY"
"KY","South","East South Central","C21105","Hickman County, KY"
"KY","South","East South Central","C21107","Hopkins County, KY"
"KY","South","East South Central","C21109","Jackson County, KY"
"KY","South","East South Central","C21111","Jefferson County, KY"
"KY","South","East South Central","C21113","Jessamine County, KY"
"KY","South","East South Central","C21115","Johnson County, KY"
"KY","South","East South Central","C21117","Kenton County, KY"
"KY","South","East South Central","C21119","Knott County, KY"
"KY","South","East South Central","C21121","Knox County, KY"
"KY","South","East South Central","C21123","Larue County, KY"
"KY","South","East South Central","C21125","Laurel County, KY"
"KY","South","East South Central","C21127","Lawrence County, KY"
"KY","South","East South Central","C21129","Lee County, KY"
"KY","South","East South Central","C21131","Leslie County, KY"
"KY","South","East South Central","C21133","Letcher County, KY"
"KY","South","East South Central","C21135","Lewis County, KY"
"KY","South","East South Central","C21137","Lincoln County, KY"
"KY","South","East South Central","C21139","Livingston County, KY"
"KY","South","East South Central","C21141","Logan County, KY"
"KY","South","East South Central","C21143","Lyon County, KY"
"KY","South","East South Central","C21151","Madison County, KY"
"KY","South","East South Central","C21153","Magoffin County, KY"
"KY","South","East South Central","C21155","Marion County, KY"
"KY","South","East South Central","C21157","Marshall County, KY"
"KY","South","East South Central","C21159","Martin County, KY"
"KY","South","East South Central","C21161","Mason County, KY"
"KY","South","East South Central","C21145","McCracken County, KY"
"KY","South","East South Central","C21147","McCreary County, KY"
"KY","South","East South Central","C21149","McLean County, KY"
"KY","South","East South Central","C21163","Meade County, KY"
"KY","South","East South Central","C21165","Menifee County, KY"
"KY","South","East South Central","C21167","Mercer County, KY"
"KY","South","East South Central","C21169","Metcalfe County, KY"
"KY","South","East South Central","C21171","Monroe County, KY"
"KY","South","East South Central","C21173","Montgomery County, KY"
"KY","South","East South Central","C21175","Morgan County, KY"
"KY","South","East South Central","C21177","Muhlenberg County, KY"
"KY","South","East South Central","C21179","Nelson County, KY"
"KY","South","East South Central","C21181","Nicholas County, KY"
"KY","South","East South Central","C21183","Ohio County, KY"
"KY","South","East South Central","C21185","Oldham County, KY"
"KY","South","East South Central","C21187","Owen County, KY"
"KY","South","East South Central","C21189","Owsley County, KY"
"KY","South","East South Central","C21191","Pendleton County, KY"
"KY","South","East South Central","C21193","Perry County, KY"
"KY","South","East South Central","C21195","Pike County, KY"
"KY","South","East South Central","C21197","Powell County, KY"
"KY","South","East South Central","C21199","Pulaski County, KY"
"KY","South","East South Central","C21201","Robertson County, KY"
"KY","South","East South Central","C21203","Rockcastle County, KY"
"KY","South","East South Central","C21205","Rowan County, KY"
"KY","South","East South Central","C21207","Russell County, KY"
"KY","South","East South Central","C21209","Scott County, KY"
"KY","South","East South Central","C21211","Shelby County, KY"
"KY","South","East South Central","C21213","Simpson County, KY"
"KY","South","East South Central","C21215","Spencer County, KY"
"KY","South","East South Central","C21217","Taylor County, KY"
"KY","South","East South Central","C21219","Todd County, KY"
"KY","South","East South Central","C21221","Trigg County, KY"
"KY","South","East South Central","C21223","Trimble County, KY"
"KY","South","East South Central","C21225","Union County, KY"
"KY","South","East South Central","C21227","Warren County, KY"
"KY","South","East South Central","C21229","Washington County, KY"
"KY","South","East South Central","C21231","Wayne County, KY"
"KY","South","East South Central","C21233","Webster County, KY"
"KY","South","East South Central","C21235","Whitley County, KY"
"KY","South","East South Central","C21237","Wolfe County, KY"
"KY","South","East South Central","C21239","Woodford County, KY"
"LA","South","West South Central","C22001","Acadia Parish, LA"
"LA","South","West South Central","C22003","Allen Parish, LA"
"LA","South","West South Central","C22005","Ascension Parish, LA"
"LA","South","West South Central","C22007","Assumption Parish, LA"
"LA","South","West South Central","C22009","Avoyelles Parish, LA"
"LA","South","West South Central","C22011","Beauregard Parish, LA"
"LA","South","West South Central","C22013","Bienville Parish, LA"
"LA","South","West South Central","C22015","Bossier Parish, LA"
"LA","South","West South Central","C22017","Caddo Parish, LA"
"LA","South","West South Central","C22019","Calcasieu Parish, LA"
"LA","South","West South Central","C22021","Caldwell Parish, LA"
"LA","South","West South Central","C22023","Cameron Parish, LA"
"LA","South","West South Central","C22025","Catahoula Parish, LA"
"LA","South","West South Central","C22027","Claiborne Parish, LA"
"LA","South","West South Central","C22029","Concordia Parish, LA"
"LA","South","West South Central","C22031","De Soto Parish, LA"
"LA","South","West South Central","C22033","East Baton Rouge Parish, LA"
"LA","South","West South Central","C22035","East Carroll Parish, LA"
"LA","South","West South Central","C22037","East Feliciana Parish, LA"
"LA","South","West South Central","C22039","Evangeline Parish, LA"
"LA","South","West South Central","C22041","Franklin Parish, LA"
"LA","South","West South Central","C22043","Grant Parish, LA"
"LA","South","West South Central","C22045","Iberia Parish, LA"
"LA","South","West South Central","C22047","Iberville Parish, LA"
"LA","South","West South Central","C22049","Jackson Parish, LA"
"LA","South","West South Central","C22053","Jefferson Davis Parish, LA"
"LA","South","West South Central","C22059","La Salle Parish, LA"
"LA","South","West South Central","C22055","Lafayette Parish, LA"
"LA","South","West South Central","C22057","Lafourche Parish, LA"
"LA","South","West South Central","C22061","Lincoln Parish, LA"
"LA","South","West South Central","C22063","Livingston Parish, LA"
"LA","South","West South Central","C22065","Madison Parish, LA"
"LA","South","West South Central","C22067","Morehouse Parish, LA"
"LA","South","West South Central","C22069","Natchitoches Parish, LA"
"LA","South","West South Central","C22073","Ouachita Parish, LA"
"LA","South","West South Central","C22077","Pointe Coupee Parish, LA"
"LA","South","West South Central","C22079","Rapides Parish, LA"
"LA","South","West South Central","C22081","Red River Parish, LA"
"LA","South","West South Central","C22083","Richland Parish, LA"
"LA","South","West South Central","C22085","Sabine Parish, LA"
"LA","South","West South Central","C22091","St. Helena Parish, LA"
"LA","South","West South Central","C22093","St. James Parish, LA"
"LA","South","West South Central","C22097","St. Landry Parish, LA"
"LA","South","West South Central","C22099","St. Martin Parish, LA"
"LA","South","West South Central","C22101","St. Mary Parish, LA"
"LA","South","West South Central","C22105","Tangipahoa Parish, LA"
"LA","South","West South Central","C22107","Tensas Parish, LA"
"LA","South","West South Central","C22109","Terrebonne Parish, LA"
"LA","South","West South Central","C22111","Union Parish, LA"
"LA","South","West South Central","C22113","Vermilion Parish, LA"
"LA","South","West South Central","C22115","Vernon Parish, LA"
"LA","South","West South Central","C22117","Washington Parish, LA"
"LA","South","West South Central","C22119","Webster Parish, LA"
"LA","South","West South Central","C22121","West Baton Rouge Parish, LA"
"LA","South","West South Central","C22123","West Carroll Parish, LA"
"LA","South","West South Central","C22125","West Feliciana Parish, LA"
"LA","South","West South Central","C22127","Winn Parish, LA"
"ME","Northeast","New England","C23001","Androscoggin County, ME"
"ME","Northeast","New England","C23003","Aroostook County, ME"
"ME","Northeast","New England","C23005","Cumberland County, ME"
"ME","Northeast","New England","C23007","Franklin County, ME"
"ME","Northeast","New England","C23009","Hancock County, ME"
"ME","Northeast","New England","C23011","Kennebec County, ME"
"ME","Northeast","New England","C23013","Knox County, ME"
"ME","Northeast","New England","C23015","Lincoln County, ME"
"ME","Northeast","New England","C23017","Oxford County, ME"
"ME","Northeast","New England","C23019","Penobscot County, ME"
"ME","Northeast","New England","C23021","Piscataquis County, ME"
"ME","Northeast","New England","C23023","Sagadahoc County, ME"
"ME","Northeast","New England","C23025","Somerset County, ME"
"ME","Northeast","New England","C23027","Waldo County, ME"
"ME","Northeast","New England","C23029","Washington County, ME"
"ME","Northeast","New England","C23031","York County, ME"
"MD","South","South Atlantic","C24001","Allegany County, MD"
"MD","South","South Atlantic","C24003","Anne Arundel County, MD"
"MD","South","South Atlantic","C24005","Baltimore County, MD"
"MD","South","South Atlantic","C24510","Baltimore city, MD"
"MD","South","South Atlantic","C24009","Calvert County, MD"
"MD","South","South Atlantic","C24011","Caroline County, MD"
"MD","South","South Atlantic","C24013","Carroll County, MD"
"MD","South","South Atlantic","C24015","Cecil County, MD"
"MD","South","South Atlantic","C24017","Charles County, MD"
"MD","South","South Atlantic","C24019","Dorchester County, MD"
"MD","South","South Atlantic","C24021","Frederick County, MD"
"MD","South","South Atlantic","C24023","Garrett County, MD"
"MD","South","South Atlantic","C24025","Harford County, MD"
"MD","South","South Atlantic","C24027","Howard County, MD"
"MD","South","South Atlantic","C24029","Kent County, MD"
"MD","South","South Atlantic","C24031","Montgomery County, MD"
"MD","South","South Atlantic","C24033","Prince George's County, MD"
"MD","South","South Atlantic","C24035","Queen Anne's County, MD"
"MD","South","South Atlantic","C24039","Somerset County, MD"
"MD","South","South Atlantic","C24037","St. Mary's County, MD"
"MD","South","South Atlantic","C24041","Talbot County, MD"
"MD","South","South Atlantic","C24043","Washington County, MD"
"MD","South","South Atlantic","C24045","Wicomico County, MD"
"MD","South","South Atlantic","C24047","Worcester County, MD"
"MA","Northeast","New England","C25001","Barnstable County, MA"
"MA","Northeast","New England","C25003","Berkshire County, MA"
"MA","Northeast","New England","C25005","Bristol County, MA"
"MA","Northeast","New England","C25007","Dukes County, MA"
"MA","Northeast","New England","C25009","Essex County, MA"
"MA","Northeast","New England","C25011","Franklin County, MA"
"MA","Northeast","New England","C25013","Hampden County, MA"
"MA","Northeast","New England","C25015","Hampshire County, MA"
"MA","Northeast","New England","C25017","Middlesex County, MA"
"MA","Northeast","New England","C25019","Nantucket County, MA"
"MA","Northeast","New England","C25021","Norfolk County, MA"
"MA","Northeast","New England","C25023","Plymouth County, MA"
"MA","Northeast","New England","C25025","Suffolk County, MA"
"MA","Northeast","New England","C25027","Worcester County, MA"
"MI","North Central","East North Central","C26001","Alcona County, MI"
"MI","North Central","East North Central","C26003","Alger County, MI"
"MI","North Central","East North Central","C26005","Allegan County, MI"
"MI","North Central","East North Central","C26007","Alpena County, MI"
"MI","North Central","East North Central","C26009","Antrim County, MI"
"MI","North Central","East North Central","C26011","Arenac County, MI"
"MI","North Central","East North Central","C26013","Baraga County, MI"
"MI","North Central","East North Central","C26015","Barry County, MI"
"MI","North Central","East North Central","C26017","Bay County, MI"
"MI","North Central","East North Central","C26019","Benzie County, MI"
"MI","North Central","East North Central","C26021","Berrien County, MI"
"MI","North Central","East North Central","C26023","Branch County, MI"
"MI","North Central","East North Central","C26025","Calhoun County, MI"
"MI","North Central","East North Central","C26027","Cass County, MI"
"MI","North Central","East North Central","C26029","Charlevoix County, MI"
"MI","North Central","East North Central","C26031","Cheboygan County, MI"
"MI","North Central","East North Central","C26033","Chippewa County, MI"
"MI","North Central","East North Central","C26035","Clare County, MI"
"MI","North Central","East North Central","C26037","Clinton County, MI"
"MI","North Central","East North Central","C26039","Crawford County, MI"
"MI","North Central","East North Central","C26041","Delta County, MI"
"MI","North Central","East North Central","C26043","Dickinson County, MI"
"MI","North Central","East North Central","C26045","Eaton County, MI"
"MI","North Central","East North Central","C26047","Emmet County, MI"
"MI","North Central","East North Central","C26049","Genesee County, MI"
"MI","North Central","East North Central","C26051","Gladwin County, MI"
"MI","North Central","East North Central","C26053","Gogebic County, MI"
"MI","North Central","East North Central","C26055","Grand Traverse County, MI"
"MI","North Central","East North Central","C26057","Gratiot County, MI"
"MI","North Central","East North Central","C26059","Hillsdale County, MI"
"MI","North Central","East North Central","C26061","Houghton County, MI"
"MI","North Central","East North Central","C26063","Huron County, MI"
"MI","North Central","East North Central","C26065","Ingham County, MI"
"MI","North Central","East North Central","C26067","Ionia County, MI"
"MI","North Central","East North Central","C26069","Iosco County, MI"
"MI","North Central","East North Central","C26071","Iron County, MI"
"MI","North Central","East North Central","C26073","Isabella County, MI"
"MI","North Central","East North Central","C26075","Jackson County, MI"
"MI","North Central","East North Central","C26077","Kalamazoo County, MI"
"MI","North Central","East North Central","C26079","Kalkaska County, MI"
"MI","North Central","East North Central","C26081","Kent County, MI"
"MI","North Central","East North Central","C26083","Keweenaw County, MI"
"MI","North Central","East North Central","C26085","Lake County, MI"
"MI","North Central","East North Central","C26087","Lapeer County, MI"
"MI","North Central","East North Central","C26089","Leelanau County, MI"
"MI","North Central","East North Central","C26091","Lenawee County, MI"
"MI","North Central","East North Central","C26093","Livingston County, MI"
"MI","North Central","East North Central","C26095","Luce County, MI"
"MI","North Central","East North Central","C26097","Mackinac County, MI"
"MI","North Central","East North Central","C26099","Macomb County, MI"
"MI","North Central","East North Central","C26101","Manistee County, MI"
"MI","North Central","East North Central","C26103","Marquette County, MI"
"MI","North Central","East North Central","C26105","Mason County, MI"
"MI","North Central","East North Central","C26107","Mecosta County, MI"
"MI","North Central","East North Central","C26109","Menominee County, MI"
"MI","North Central","East North Central","C26111","Midland County, MI"
"MI","North Central","East North Central","C26113","Missaukee County, MI"
"MI","North Central","East North Central","C26115","Monroe County, MI"
"MI","North Central","East North Central","C26117","Montcalm County, MI"
"MI","North Central","East North Central","C26119","Montmorency County, MI"
"MI","North Central","East North Central","C26121","Muskegon County, MI"
"MI","North Central","East North Central","C26123","Newaygo County, MI"
"MI","North Central","East North Central","C26125","Oakland County, MI"
"MI","North Central","East North Central","C26127","Oceana County, MI"
"MI","North Central","East North Central","C26129","Ogemaw County, MI"
"MI","North Central","East North Central","C26131","Ontonagon County, MI"
"MI","North Central","East North Central","C26133","Osceola County, MI"
"MI","North Central","East North Central","C26135","Oscoda County, MI"
"MI","North Central","East North Central","C26137","Otsego County, MI"
"MI","North Central","East North Central","C26139","Ottawa County, MI"
"MI","North Central","East North Central","C26141","Presque Isle County, MI"
"MI","North Central","East North Central","C26143","Roscommon County, MI"
"MI","North Central","East North Central","C26145","Saginaw County, MI"
"MI","North Central","East North Central","C26151","Sanilac County, MI"
"MI","North Central","East North Central","C26153","Schoolcraft County, MI"
"MI","North Central","East North Central","C26155","Shiawassee County, MI"
"MI","North Central","East North Central","C26147","St. Clair County, MI"
"MI","North Central","East North Central","C26149","St. Joseph County, MI"
"MI","North Central","East North Central","C26157","Tuscola County, MI"
"MI","North Central","East North Central","C26159","Van Buren County, MI"
"MI","North Central","East North Central","C26161","Washtenaw County, MI"
"MI","North Central","East North Central","C26163","Wayne County, MI"
"MI","North Central","East North Central","C26165","Wexford County, MI"
"MN","North Central","West North Central","C27001","Aitkin County, MN"
"MN","North Central","West North Central","C27003","Anoka County, MN"
"MN","North Central","West North Central","C27005","Becker County, MN"
